,Name,Area,Furnishing,Transaction,Status,Price
237,1 BHK Apartment for Sale in Mukundapur Kolkata,272 sqft,,Resale,Ready to Move,₹15 Lac
238,3 BHK Apartment for Sale in Koyla Vihar Vasundhara,1800 sqft,,Resale,Ready to Move,₹1.35 Cr
239,3 BHK Apartment for Sale in Lake Town Kolkata,928 sqft,,,Ready to Move,₹42 Lac
240,4 BHK Apartment for Sale in Sugam Morya,1850 sqft,Unfurnished,Resale,Ready to Move,₹2.38 Cr
241,2 BHK Apartment for Sale in Regent Park Kolkata,525 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
242,2 BHK Apartment for Sale in Parvati Garden,705 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
243,3 BHK Apartment for Sale in Multicon Estelle,1612 sqft,Unfurnished,Resale,Ready to Move,₹2.25 Cr
244,2 BHK Apartment for Sale in Golpark Cooperative Housing Society,980 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
245,2 BHK Apartment for Sale in Shyam Vihar Phase 2,850 sqft,Semi-Furnished,Resale,Ready to Move,₹38 Lac
246,Office Space for Sale in Ballygunge Kolkata,268 sqft,Semi-Furnished,Resale,Ready to Move,₹45 Lac
247,Shop for Sale in Vip Road Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹55 Lac
248,3 BHK Apartment for Sale in Urban Heights,1241 sqft,Semi-Furnished,Resale,Ready to Move,₹1.25 Cr
249,3 BHK House for Sale in Thakurpukur Kolkata,1836 sqft,Unfurnished,Resale,Ready to Move,₹85 Lac
250,2 BHK Apartment for Sale in Rajarhat Kolkata,1140 sqft,Semi-Furnished,Resale,Ready to Move,₹1.60 Cr
251,2 BHK Apartment for Sale in Batanagar Kolkata,580 sqft,Furnished,Resale,Ready to Move,₹35 Lac
252,2 BHK Builder Floor for Sale in Buroshibtalla,750 sqft,Semi-Furnished,Resale,Ready to Move,₹59 Lac
253,2 BHK Apartment for Sale in Parnasree Palli Kolkata,652 sqft,Unfurnished,Resale,Ready to Move,₹51 Lac
254,3 BHK Apartment for Sale in Baguiati Kolkata,750 sqft,Semi-Furnished,Resale,Ready to Move,₹60 Lac
255,3 BHK Apartment for Sale in Batanagar Kolkata,820 sqft,Semi-Furnished,Resale,Ready to Move,₹42 Lac
256,3 BHK Apartment for Sale in Behala Kolkata,1000 sqft,Unfurnished,Resale,Ready to Move,₹75 Lac
257,3 BHK Apartment for Sale in Behala Chowrasta Kolkata,720 sqft,Unfurnished,Resale,Ready to Move,₹35 Lac
258,3 BHK House for Sale in Haridevpur,1817 sqft,Furnished,Resale,Ready to Move,₹84 Lac
259,3 BHK Apartment for Sale in Motilal Gupta Road Kolkata,1100 sqft,Unfurnished,Resale,Ready to Move,₹30 Lac
260,6 BHK House for Sale in Bangur Avenue,4400 sqft,Unfurnished,Resale,Ready to Move,₹2.80 Cr
261,5 BHK House for Sale in Ballygunge Kolkata,2142 sqft,Unfurnished,Resale,Ready to Move,₹1.45 Cr
262,2 BHK Apartment for Sale in Golf Towers,853 sqft,Semi-Furnished,Resale,Ready to Move,₹85 Lac
263,Showroom for Sale in Kankurgachi Kolkata,1675 sqft,Semi-Furnished,Resale,Ready to Move,₹2.50 Cr
264,Shop for Sale in Meena Florence,386 sqft,Unfurnished,Resale,Ready to Move,₹37 Lac
265,3 BHK Apartment for Sale in Greenfield City Classic Premium,850 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
266,2 BHK Apartment for Sale in Classic Tower,1120 sqft,,Resale,Ready to Move,₹1.50 Cr
267,1 BHK Apartment for Sale in Mukundapur Kolkata,272 sqft,,Resale,Ready to Move,₹15 Lac
268,3 BHK Apartment for Sale in Koyla Vihar Vasundhara,1800 sqft,,Resale,Ready to Move,₹1.35 Cr
269,3 BHK Apartment for Sale in Lake Town Kolkata,928 sqft,,,Ready to Move,₹42 Lac
270,4 BHK Apartment for Sale in Sugam Morya,1850 sqft,Unfurnished,Resale,Ready to Move,₹2.38 Cr
271,2 BHK Apartment for Sale in Regent Park Kolkata,525 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
272,2 BHK Apartment for Sale in Parvati Garden,705 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
273,3 BHK Apartment for Sale in Multicon Estelle,1612 sqft,Unfurnished,Resale,Ready to Move,₹2.25 Cr
274,2 BHK Apartment for Sale in Golpark Cooperative Housing Society,980 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
275,2 BHK Apartment for Sale in Shyam Vihar Phase 2,850 sqft,Semi-Furnished,Resale,Ready to Move,₹38 Lac
276,Office Space for Sale in Ballygunge Kolkata,268 sqft,Semi-Furnished,Resale,Ready to Move,₹45 Lac
277,Shop for Sale in Vip Road Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹55 Lac
278,3 BHK Apartment for Sale in Urban Heights,1241 sqft,Semi-Furnished,Resale,Ready to Move,₹1.25 Cr
279,3 BHK House for Sale in Thakurpukur Kolkata,1836 sqft,Unfurnished,Resale,Ready to Move,₹85 Lac
280,2 BHK Apartment for Sale in Rajarhat Kolkata,1140 sqft,Semi-Furnished,Resale,Ready to Move,₹1.60 Cr
281,2 BHK Apartment for Sale in Batanagar Kolkata,580 sqft,Furnished,Resale,Ready to Move,₹35 Lac
282,2 BHK Builder Floor for Sale in Buroshibtalla,750 sqft,Semi-Furnished,Resale,Ready to Move,₹59 Lac
283,2 BHK Apartment for Sale in Parnasree Palli Kolkata,652 sqft,Unfurnished,Resale,Ready to Move,₹51 Lac
284,3 BHK Apartment for Sale in Baguiati Kolkata,750 sqft,Semi-Furnished,Resale,Ready to Move,₹60 Lac
285,3 BHK Apartment for Sale in Batanagar Kolkata,820 sqft,Semi-Furnished,Resale,Ready to Move,₹42 Lac
286,3 BHK Apartment for Sale in Behala Kolkata,1000 sqft,Unfurnished,Resale,Ready to Move,₹75 Lac
287,3 BHK Apartment for Sale in Behala Chowrasta Kolkata,720 sqft,Unfurnished,Resale,Ready to Move,₹35 Lac
288,3 BHK House for Sale in Haridevpur,1817 sqft,Furnished,Resale,Ready to Move,₹84 Lac
289,3 BHK Apartment for Sale in Motilal Gupta Road Kolkata,1100 sqft,Unfurnished,Resale,Ready to Move,₹30 Lac
290,6 BHK House for Sale in Bangur Avenue,4400 sqft,Unfurnished,Resale,Ready to Move,₹2.80 Cr
291,5 BHK House for Sale in Ballygunge Kolkata,2142 sqft,Unfurnished,Resale,Ready to Move,₹1.45 Cr
292,2 BHK Apartment for Sale in Golf Towers,853 sqft,Semi-Furnished,Resale,Ready to Move,₹85 Lac
293,Showroom for Sale in Kankurgachi Kolkata,1675 sqft,Semi-Furnished,Resale,Ready to Move,₹2.50 Cr
294,Shop for Sale in Meena Florence,386 sqft,Unfurnished,Resale,Ready to Move,₹37 Lac
295,3 BHK Apartment for Sale in Greenfield City Classic Premium,850 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
296,2 BHK Apartment for Sale in Classic Tower,1120 sqft,,Resale,Ready to Move,₹1.50 Cr
297,1 BHK Apartment for Sale in Mukundapur Kolkata,272 sqft,,Resale,Ready to Move,₹15 Lac
298,3 BHK Apartment for Sale in Koyla Vihar Vasundhara,1800 sqft,,Resale,Ready to Move,₹1.35 Cr
299,3 BHK Apartment for Sale in Lake Town Kolkata,928 sqft,,,Ready to Move,₹42 Lac
300,4 BHK Apartment for Sale in Sugam Morya,1850 sqft,Unfurnished,Resale,Ready to Move,₹2.38 Cr
301,2 BHK Apartment for Sale in Regent Park Kolkata,525 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
302,2 BHK Apartment for Sale in Parvati Garden,705 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
303,3 BHK Apartment for Sale in Multicon Estelle,1612 sqft,Unfurnished,Resale,Ready to Move,₹2.25 Cr
304,2 BHK Apartment for Sale in Golpark Cooperative Housing Society,980 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
305,2 BHK Apartment for Sale in Shyam Vihar Phase 2,850 sqft,Semi-Furnished,Resale,Ready to Move,₹38 Lac
306,Office Space for Sale in Ballygunge Kolkata,268 sqft,Semi-Furnished,Resale,Ready to Move,₹45 Lac
307,Shop for Sale in Vip Road Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹55 Lac
308,3 BHK Apartment for Sale in Urban Heights,1241 sqft,Semi-Furnished,Resale,Ready to Move,₹1.25 Cr
309,3 BHK House for Sale in Thakurpukur Kolkata,1836 sqft,Unfurnished,Resale,Ready to Move,₹85 Lac
310,2 BHK Apartment for Sale in Rajarhat Kolkata,1140 sqft,Semi-Furnished,Resale,Ready to Move,₹1.60 Cr
311,2 BHK Apartment for Sale in Batanagar Kolkata,580 sqft,Furnished,Resale,Ready to Move,₹35 Lac
312,2 BHK Builder Floor for Sale in Buroshibtalla,750 sqft,Semi-Furnished,Resale,Ready to Move,₹59 Lac
313,2 BHK Apartment for Sale in Parnasree Palli Kolkata,652 sqft,Unfurnished,Resale,Ready to Move,₹51 Lac
314,3 BHK Apartment for Sale in Baguiati Kolkata,750 sqft,Semi-Furnished,Resale,Ready to Move,₹60 Lac
315,3 BHK Apartment for Sale in Batanagar Kolkata,820 sqft,Semi-Furnished,Resale,Ready to Move,₹42 Lac
316,3 BHK Apartment for Sale in Behala Kolkata,1000 sqft,Unfurnished,Resale,Ready to Move,₹75 Lac
317,3 BHK Apartment for Sale in Behala Chowrasta Kolkata,720 sqft,Unfurnished,Resale,Ready to Move,₹35 Lac
318,3 BHK House for Sale in Haridevpur,1817 sqft,Furnished,Resale,Ready to Move,₹84 Lac
319,3 BHK Apartment for Sale in Motilal Gupta Road Kolkata,1100 sqft,Unfurnished,Resale,Ready to Move,₹30 Lac
320,6 BHK House for Sale in Bangur Avenue,4400 sqft,Unfurnished,Resale,Ready to Move,₹2.80 Cr
321,5 BHK House for Sale in Ballygunge Kolkata,2142 sqft,Unfurnished,Resale,Ready to Move,₹1.45 Cr
322,2 BHK Apartment for Sale in Golf Towers,853 sqft,Semi-Furnished,Resale,Ready to Move,₹85 Lac
323,Showroom for Sale in Kankurgachi Kolkata,1675 sqft,Semi-Furnished,Resale,Ready to Move,₹2.50 Cr
324,Shop for Sale in Meena Florence,386 sqft,Unfurnished,Resale,Ready to Move,₹37 Lac
325,3 BHK Apartment for Sale in Greenfield City Classic Premium,850 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
326,2 BHK Apartment for Sale in Classic Tower,1120 sqft,,Resale,Ready to Move,₹1.50 Cr
327,1 BHK Apartment for Sale in Mukundapur Kolkata,272 sqft,,Resale,Ready to Move,₹15 Lac
328,3 BHK Apartment for Sale in Koyla Vihar Vasundhara,1800 sqft,,Resale,Ready to Move,₹1.35 Cr
329,3 BHK Apartment for Sale in Lake Town Kolkata,928 sqft,,,Ready to Move,₹42 Lac
330,4 BHK Apartment for Sale in Sugam Morya,1850 sqft,Unfurnished,Resale,Ready to Move,₹2.38 Cr
331,2 BHK Apartment for Sale in Regent Park Kolkata,525 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
332,2 BHK Apartment for Sale in Parvati Garden,705 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
333,3 BHK Apartment for Sale in Multicon Estelle,1612 sqft,Unfurnished,Resale,Ready to Move,₹2.25 Cr
334,2 BHK Apartment for Sale in Golpark Cooperative Housing Society,980 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
335,2 BHK Apartment for Sale in Shyam Vihar Phase 2,850 sqft,Semi-Furnished,Resale,Ready to Move,₹38 Lac
336,Office Space for Sale in Ballygunge Kolkata,268 sqft,Semi-Furnished,Resale,Ready to Move,₹45 Lac
337,Shop for Sale in Vip Road Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹55 Lac
338,3 BHK Apartment for Sale in Urban Heights,1241 sqft,Semi-Furnished,Resale,Ready to Move,₹1.25 Cr
339,3 BHK House for Sale in Thakurpukur Kolkata,1836 sqft,Unfurnished,Resale,Ready to Move,₹85 Lac
340,2 BHK Apartment for Sale in Rajarhat Kolkata,1140 sqft,Semi-Furnished,Resale,Ready to Move,₹1.60 Cr
341,2 BHK Apartment for Sale in Batanagar Kolkata,580 sqft,Furnished,Resale,Ready to Move,₹35 Lac
342,2 BHK Builder Floor for Sale in Buroshibtalla,750 sqft,Semi-Furnished,Resale,Ready to Move,₹59 Lac
343,2 BHK Apartment for Sale in Parnasree Palli Kolkata,652 sqft,Unfurnished,Resale,Ready to Move,₹51 Lac
344,3 BHK Apartment for Sale in Baguiati Kolkata,750 sqft,Semi-Furnished,Resale,Ready to Move,₹60 Lac
345,3 BHK Apartment for Sale in Batanagar Kolkata,820 sqft,Semi-Furnished,Resale,Ready to Move,₹42 Lac
346,3 BHK Apartment for Sale in Behala Kolkata,1000 sqft,Unfurnished,Resale,Ready to Move,₹75 Lac
347,3 BHK Apartment for Sale in Behala Chowrasta Kolkata,720 sqft,Unfurnished,Resale,Ready to Move,₹35 Lac
348,3 BHK House for Sale in Haridevpur,1817 sqft,Furnished,Resale,Ready to Move,₹84 Lac
349,3 BHK Apartment for Sale in Motilal Gupta Road Kolkata,1100 sqft,Unfurnished,Resale,Ready to Move,₹30 Lac
350,6 BHK House for Sale in Bangur Avenue,4400 sqft,Unfurnished,Resale,Ready to Move,₹2.80 Cr
351,5 BHK House for Sale in Ballygunge Kolkata,2142 sqft,Unfurnished,Resale,Ready to Move,₹1.45 Cr
352,2 BHK Apartment for Sale in Golf Towers,853 sqft,Semi-Furnished,Resale,Ready to Move,₹85 Lac
353,Showroom for Sale in Kankurgachi Kolkata,1675 sqft,Semi-Furnished,Resale,Ready to Move,₹2.50 Cr
354,Shop for Sale in Meena Florence,386 sqft,Unfurnished,Resale,Ready to Move,₹37 Lac
355,3 BHK Apartment for Sale in Greenfield City Classic Premium,850 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
356,2 BHK Apartment for Sale in Classic Tower,1120 sqft,,Resale,Ready to Move,₹1.50 Cr
357,1 BHK Apartment for Sale in Mukundapur Kolkata,272 sqft,,Resale,Ready to Move,₹15 Lac
358,3 BHK Apartment for Sale in Koyla Vihar Vasundhara,1800 sqft,,Resale,Ready to Move,₹1.35 Cr
359,3 BHK Apartment for Sale in Lake Town Kolkata,928 sqft,,,Ready to Move,₹42 Lac
360,4 BHK Apartment for Sale in Sugam Morya,1850 sqft,Unfurnished,Resale,Ready to Move,₹2.38 Cr
361,2 BHK Apartment for Sale in Regent Park Kolkata,525 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
362,2 BHK Apartment for Sale in Parvati Garden,705 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
363,3 BHK Apartment for Sale in Multicon Estelle,1612 sqft,Unfurnished,Resale,Ready to Move,₹2.25 Cr
364,2 BHK Apartment for Sale in Golpark Cooperative Housing Society,980 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
365,2 BHK Apartment for Sale in Shyam Vihar Phase 2,850 sqft,Semi-Furnished,Resale,Ready to Move,₹38 Lac
366,Office Space for Sale in Ballygunge Kolkata,268 sqft,Semi-Furnished,Resale,Ready to Move,₹45 Lac
367,Shop for Sale in Vip Road Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹55 Lac
368,3 BHK Apartment for Sale in Urban Heights,1241 sqft,Semi-Furnished,Resale,Ready to Move,₹1.25 Cr
369,3 BHK House for Sale in Thakurpukur Kolkata,1836 sqft,Unfurnished,Resale,Ready to Move,₹85 Lac
370,2 BHK Apartment for Sale in Rajarhat Kolkata,1140 sqft,Semi-Furnished,Resale,Ready to Move,₹1.60 Cr
371,2 BHK Apartment for Sale in Batanagar Kolkata,580 sqft,Furnished,Resale,Ready to Move,₹35 Lac
372,2 BHK Builder Floor for Sale in Buroshibtalla,750 sqft,Semi-Furnished,Resale,Ready to Move,₹59 Lac
373,2 BHK Apartment for Sale in Parnasree Palli Kolkata,652 sqft,Unfurnished,Resale,Ready to Move,₹51 Lac
374,3 BHK Apartment for Sale in Baguiati Kolkata,750 sqft,Semi-Furnished,Resale,Ready to Move,₹60 Lac
375,3 BHK Apartment for Sale in Batanagar Kolkata,820 sqft,Semi-Furnished,Resale,Ready to Move,₹42 Lac
376,3 BHK Apartment for Sale in Behala Kolkata,1000 sqft,Unfurnished,Resale,Ready to Move,₹75 Lac
377,3 BHK Apartment for Sale in Behala Chowrasta Kolkata,720 sqft,Unfurnished,Resale,Ready to Move,₹35 Lac
378,3 BHK House for Sale in Haridevpur,1817 sqft,Furnished,Resale,Ready to Move,₹84 Lac
379,3 BHK Apartment for Sale in Motilal Gupta Road Kolkata,1100 sqft,Unfurnished,Resale,Ready to Move,₹30 Lac
380,6 BHK House for Sale in Bangur Avenue,4400 sqft,Unfurnished,Resale,Ready to Move,₹2.80 Cr
381,5 BHK House for Sale in Ballygunge Kolkata,2142 sqft,Unfurnished,Resale,Ready to Move,₹1.45 Cr
382,2 BHK Apartment for Sale in Golf Towers,853 sqft,Semi-Furnished,Resale,Ready to Move,₹85 Lac
383,Showroom for Sale in Kankurgachi Kolkata,1675 sqft,Semi-Furnished,Resale,Ready to Move,₹2.50 Cr
384,Shop for Sale in Meena Florence,386 sqft,Unfurnished,Resale,Ready to Move,₹37 Lac
385,3 BHK Apartment for Sale in Greenfield City Classic Premium,850 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
386,2 BHK Apartment for Sale in Classic Tower,1120 sqft,,Resale,Ready to Move,₹1.50 Cr
387,1 BHK Apartment for Sale in Mukundapur Kolkata,272 sqft,,Resale,Ready to Move,₹15 Lac
388,3 BHK Apartment for Sale in Koyla Vihar Vasundhara,1800 sqft,,Resale,Ready to Move,₹1.35 Cr
389,3 BHK Apartment for Sale in Lake Town Kolkata,928 sqft,,,Ready to Move,₹42 Lac
390,4 BHK Apartment for Sale in Sugam Morya,1850 sqft,Unfurnished,Resale,Ready to Move,₹2.38 Cr
391,2 BHK Apartment for Sale in Regent Park Kolkata,525 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
392,2 BHK Apartment for Sale in Parvati Garden,705 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
393,3 BHK Apartment for Sale in Multicon Estelle,1612 sqft,Unfurnished,Resale,Ready to Move,₹2.25 Cr
394,2 BHK Apartment for Sale in Golpark Cooperative Housing Society,980 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
395,2 BHK Apartment for Sale in Shyam Vihar Phase 2,850 sqft,Semi-Furnished,Resale,Ready to Move,₹38 Lac
396,Office Space for Sale in Ballygunge Kolkata,268 sqft,Semi-Furnished,Resale,Ready to Move,₹45 Lac
397,Shop for Sale in Vip Road Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹55 Lac
398,3 BHK Apartment for Sale in Urban Heights,1241 sqft,Semi-Furnished,Resale,Ready to Move,₹1.25 Cr
399,3 BHK House for Sale in Thakurpukur Kolkata,1836 sqft,Unfurnished,Resale,Ready to Move,₹85 Lac
400,2 BHK Apartment for Sale in Rajarhat Kolkata,1140 sqft,Semi-Furnished,Resale,Ready to Move,₹1.60 Cr
401,2 BHK Apartment for Sale in Batanagar Kolkata,580 sqft,Furnished,Resale,Ready to Move,₹35 Lac
402,2 BHK Builder Floor for Sale in Buroshibtalla,750 sqft,Semi-Furnished,Resale,Ready to Move,₹59 Lac
403,2 BHK Apartment for Sale in Parnasree Palli Kolkata,652 sqft,Unfurnished,Resale,Ready to Move,₹51 Lac
404,3 BHK Apartment for Sale in Baguiati Kolkata,750 sqft,Semi-Furnished,Resale,Ready to Move,₹60 Lac
405,3 BHK Apartment for Sale in Batanagar Kolkata,820 sqft,Semi-Furnished,Resale,Ready to Move,₹42 Lac
406,3 BHK Apartment for Sale in Behala Kolkata,1000 sqft,Unfurnished,Resale,Ready to Move,₹75 Lac
407,3 BHK Apartment for Sale in Behala Chowrasta Kolkata,720 sqft,Unfurnished,Resale,Ready to Move,₹35 Lac
408,3 BHK House for Sale in Haridevpur,1817 sqft,Furnished,Resale,Ready to Move,₹84 Lac
409,3 BHK Apartment for Sale in Motilal Gupta Road Kolkata,1100 sqft,Unfurnished,Resale,Ready to Move,₹30 Lac
410,6 BHK House for Sale in Bangur Avenue,4400 sqft,Unfurnished,Resale,Ready to Move,₹2.80 Cr
411,5 BHK House for Sale in Ballygunge Kolkata,2142 sqft,Unfurnished,Resale,Ready to Move,₹1.45 Cr
412,2 BHK Apartment for Sale in Golf Towers,853 sqft,Semi-Furnished,Resale,Ready to Move,₹85 Lac
413,Showroom for Sale in Kankurgachi Kolkata,1675 sqft,Semi-Furnished,Resale,Ready to Move,₹2.50 Cr
414,Shop for Sale in Meena Florence,386 sqft,Unfurnished,Resale,Ready to Move,₹37 Lac
415,3 BHK Apartment for Sale in Greenfield City Classic Premium,850 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
416,2 BHK Apartment for Sale in Classic Tower,1120 sqft,,Resale,Ready to Move,₹1.50 Cr
417,1 BHK Apartment for Sale in Mukundapur Kolkata,272 sqft,,Resale,Ready to Move,₹15 Lac
418,3 BHK Apartment for Sale in Koyla Vihar Vasundhara,1800 sqft,,Resale,Ready to Move,₹1.35 Cr
419,3 BHK Apartment for Sale in Lake Town Kolkata,928 sqft,,,Ready to Move,₹42 Lac
420,4 BHK Apartment for Sale in Sugam Morya,1850 sqft,Unfurnished,Resale,Ready to Move,₹2.38 Cr
421,2 BHK Apartment for Sale in Regent Park Kolkata,525 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
422,2 BHK Apartment for Sale in Parvati Garden,705 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
423,3 BHK Apartment for Sale in Multicon Estelle,1612 sqft,Unfurnished,Resale,Ready to Move,₹2.25 Cr
424,2 BHK Apartment for Sale in Golpark Cooperative Housing Society,980 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
425,2 BHK Apartment for Sale in Shyam Vihar Phase 2,850 sqft,Semi-Furnished,Resale,Ready to Move,₹38 Lac
426,Office Space for Sale in Ballygunge Kolkata,268 sqft,Semi-Furnished,Resale,Ready to Move,₹45 Lac
427,Shop for Sale in Vip Road Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹55 Lac
428,3 BHK Apartment for Sale in Urban Heights,1241 sqft,Semi-Furnished,Resale,Ready to Move,₹1.25 Cr
429,3 BHK House for Sale in Thakurpukur Kolkata,1836 sqft,Unfurnished,Resale,Ready to Move,₹85 Lac
430,2 BHK Apartment for Sale in Rajarhat Kolkata,1140 sqft,Semi-Furnished,Resale,Ready to Move,₹1.60 Cr
431,2 BHK Apartment for Sale in Batanagar Kolkata,580 sqft,Furnished,Resale,Ready to Move,₹35 Lac
432,2 BHK Builder Floor for Sale in Buroshibtalla,750 sqft,Semi-Furnished,Resale,Ready to Move,₹59 Lac
433,2 BHK Apartment for Sale in Parnasree Palli Kolkata,652 sqft,Unfurnished,Resale,Ready to Move,₹51 Lac
434,3 BHK Apartment for Sale in Baguiati Kolkata,750 sqft,Semi-Furnished,Resale,Ready to Move,₹60 Lac
435,3 BHK Apartment for Sale in Batanagar Kolkata,820 sqft,Semi-Furnished,Resale,Ready to Move,₹42 Lac
436,3 BHK Apartment for Sale in Behala Kolkata,1000 sqft,Unfurnished,Resale,Ready to Move,₹75 Lac
437,3 BHK Apartment for Sale in Behala Chowrasta Kolkata,720 sqft,Unfurnished,Resale,Ready to Move,₹35 Lac
438,3 BHK House for Sale in Haridevpur,1817 sqft,Furnished,Resale,Ready to Move,₹84 Lac
439,3 BHK Apartment for Sale in Motilal Gupta Road Kolkata,1100 sqft,Unfurnished,Resale,Ready to Move,₹30 Lac
440,6 BHK House for Sale in Bangur Avenue,4400 sqft,Unfurnished,Resale,Ready to Move,₹2.80 Cr
441,5 BHK House for Sale in Ballygunge Kolkata,2142 sqft,Unfurnished,Resale,Ready to Move,₹1.45 Cr
442,2 BHK Apartment for Sale in Golf Towers,853 sqft,Semi-Furnished,Resale,Ready to Move,₹85 Lac
443,Showroom for Sale in Kankurgachi Kolkata,1675 sqft,Semi-Furnished,Resale,Ready to Move,₹2.50 Cr
444,Shop for Sale in Meena Florence,386 sqft,Unfurnished,Resale,Ready to Move,₹37 Lac
